Id;Label;Annee_Bibliographique;Nom;Titre;Revue;nb_cit
41117701;MARQUET,1976;1976;MARQUET-Y;FORWARD EXCHANGE MARKET EQUILIBRIUM AND INTERVENTION OF CENTRAL BANKS;REVUE ECONOMIQUE; 0
40799799;LINDLEY,1975;1975;LINDLEY-JT;OFFSETTING DEBT OF INSIDE MONEY;AMERICAN ECONOMIST; 0
40789416;LEVYGARBOUA,1975;1975;LEVYGARBOUA-V;APPLICATIONS OF SURPLUS ANALYSIS;REVUE ECONOMIQUE; 0
40814635;LENT,1975;1975;LENT-GE;ADJUSTMENT OF TAXABLE PROFITS FOR INFLATION;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
41053661;LAUMAS,1976;1976;LAUMAS-GS;SPECULATIVE DEMAND FOR MONEY - ALTERNATIVE APPROACH;AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY; 0
41259036;LAIDLER,1976;1976;LAIDLER-D;EXPERIENCES OF FLEXIBLE EXCHANGE-RATES IN EARLIER PERIODS - THEORIES, EVIDENCE AND A NEW VIEW;SCANDINAVIAN JOURNAL OF ECONOMICS; 0
39835078;LACHMANN,1973;1973;LACHMANN-LM;HICKS,J,SIR AS A NEO-AUSTRIAN;SOUTH AFRICAN JOURNAL OF ECONOMICS; 0
41247964;KRANJEC,1976;1976;KRANJEC-M;SELF-MANAGED FISCAL SYSTEM AND ALLOCATION FUNCTION OF FISCAL-POLICY;JOURNAL OF PUBLIC ECONOMICS; 0
40837880;KIRKWOOD,1975;1975;KIRKWOOD-JB;ROLE OF TAX POLICY IN FEDERAL-SUPPORT FOR HIGHER-EDUCATION;LAW AND CONTEMPORARY PROBLEMS; 0
41379252;KINDLEBERGER,1976;1976;KINDLEBERGER-CP;LESSONS OF FLOATING EXCHANGE-RATES;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
39433810;KESSEL,1972;1972;KESSEL-RA;1972 REPORT OF PRESIDENTS-COUNCIL-OF ECONOMIC-ADVISERS - INFLATION AND CONTROLS;AMERICAN ECONOMIC REVIEW; 3
40808281;KESSLER,1975;1975;KESSLER-GA;INFLATION DIAGNOSIS AND THERAPY;ECONOMIST; 0
41379176;KEELEY,1976;1976;KEELEY-SR;NOTE ON ESTIMATING TEMPORAL STABILITY OF REACTION FUNCTIONS OF MONETARY AUTHORITIES;JOURNAL OF MONETARY ECONOMICS; 0
41267329;HOLDEN,1976;1976;HOLDEN-P;ADEQUACY OF INTERNATIONAL RESERVE STOCKS - EMPIRICAL-STUDY - COMMENT;SOUTHERN ECONOMIC JOURNAL; 0
41311962;HOLDEN,1976;1976;HOLDEN-K;INTERNAL-EXTERNAL LABOR-MARKET AND RATE OF WAGE INFLATION IN UK MANUFACTURING-INDUSTRY;MANCHESTER SCHOOL OF ECONOMIC AND SOCIAL STUDIES; 0
39598780;HODGINS,1973;1973;HODGINS-CD;FORECASTING NON-RESIDENTIAL BUILDING CONSTRUCTION;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 0
41267330;HIPPLE,1976;1976;HIPPLE-FS;ADEQUACY OF INTERNATIONAL RESERVE STOCKS - EMPIRICAL-STUDY - REPLY;SOUTHERN ECONOMIC JOURNAL; 0
38630586;HEAD,1970;1970;HEAD-JG;PUBLIC GOODS AND SEPARATION OF BRANCHES;PUBLIC FINANCE; 0
41307195;HAUSAFUS,1976;1976;HAUSAFUS-KF;FINANCIAL INSTITUTIONS AND INTERNATIONAL CAPITAL MOVEMENTS - PORTFOLIO SELECTION OR TRADE FINANCE;JOURNAL OF MONEY CREDIT AND BANKING; 0
41379233;HALL,1976;1976;HALL-RE;PHILLIPS-CURVE AND MACROECONOMIC POLICY;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
41379256;HABERLER,1976;1976;HABERLER-G;SOME CURRENTLY SUGGESTED EXPLANATIONS AND CURES FOR INFLATION;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
40200058;GREENBAU.SI,1974;1974;GREENBAU.SI;NEED INTEREST RATES ON BANK LOANS AND DEPOSITS MOVE SYMPATHETICALLY;JOURNAL OF FINANCE; 1
41172094;GREENBAUM,1976;1976;GREENBAUM-SI;MONETARY-POLICY AND BANKING PROFITS;JOURNAL OF FINANCE; 0
40244929;GRAF,1974;1974;GRAF-G;MONEY AND FISCAL POLICY IN AN OPEN ECONOMY;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
41379234;GORDON,1976;1976;GORDON-RJ;DYNAMIC CONSIDERATIONS IN CHOICE OF INFLATION AND UNEMPLOYMENT TARGETS - COMMENT;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
41379230;GORDON,1976;1976;GORDON-RJ;ASPECTS OF THEORY OF INVOLUNTARY UNEMPLOYMENT - COMMENT;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 1
41379226;GORDON,1976;1976;GORDON-RJ;CAN ECONOMETRIC POLICY EVALUATIONS BE SALVAGED - COMMENT;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
41386901;GITLOW,1976;1976;GITLOW-AL;ARE PEACETIME WAGE-PRICE CONTROLS EFFECTIVE;RIVISTA INTERNAZIONALE DI SCIENZE ECONOMICHE E COMMERCIALI; 0
41435656;GILMER,1976;1976;GILMER-RW;TAX ISLANDS, FISCAL EQUITY, AND FISCAL EQUALIZATION;PUBLIC FINANCE QUARTERLY; 0
40569529;GARBADE,1975;1975;GARBADE-K;MACROECONOMICS DISCRETION IN CHOICE OF MACROECONOMIC POLICIES;ANNALS OF ECONOMIC AND SOCIAL MEASUREMENT; 1
41454924;FROYEN,1976;1976;FROYEN-RT;ALTERNATIVE NEUTRALIZED MONETARY-POLICY VARIABLE AND IMPLICATIONS FOR REVERSE CAUSATION CONTROVERSY;JOURNAL OF ECONOMICS AND BUSINESS; 0
39598777;FRIED,1973;1973;FRIED-J;INFLATION-UNEMPLOYMENT TRADE-OFFS UNDER FIXED AND FLOATING EXCHANGE RATES;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 2
41474828;FRANZ,1976;1976;FRANZ-W;LIFE-CYCLE HYPOTHESIS OF CONSUMPTION - EMPIRICAL-TEST FOR FEDERAL-REPUBLIC-OF-GERMANY;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
41453846;FOSTER,1976;1976;FOSTER-J;REDISTRIBUTIVE EFFECT OF INFLATION ON BUILDING SOCIETY SHARES AND DEPOSITS - 1961-74;BULLETIN OF ECONOMIC RESEARCH; 0
41487467;DOWD,1976;1976;DOWD-DF;STAGFLATION AND POLITICAL-ECONOMY OF DECADENT MONOPOLY CAPITALISM;RIVISTA INTERNAZIONALE DI SCIENZE ECONOMICHE E COMMERCIALI; 0
40816545;DOELEMAN,1975;1975;DOELEMAN-JA;UNCERTAINTY, PRICE INFLATION AND WAGE INDEXATION;AUSTRALIAN ECONOMIC PAPERS; 0
41322887;DAY,1976;1976;DAY-WHL;DUAL EXCHANGE MARKETS VERSUS EXCLUSIVE FORWARD EXCHANGE-RATE SUPPORT;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40771798;DAUB,1975;1975;DAUB-M;INTERNATIONAL COMPARISON OF ACCURACY OF CANADIAN SHORT-TERM PREDICTIONS OF GROSS NATIONAL PRODUCT;APPLIED ECONOMICS; 0
41379245;DARBY,1976;1976;DARBY-MR;PRICE AND WAGE-CONTROLS - 1ST 2 YEARS;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
40781113;DANZIGER,1975;1975;DANZIGER-L;NOTE ON VOLUNTARY EXCHANGE MODEL;SWEDISH JOURNAL OF ECONOMICS; 0
39434620;CHOSSUDO.M,1972;1972;CHOSSUDO.M;OPTIMAL POLICY CONFIGURATIONS UNDER ALTERNATIVE COMMUNITY GROUP PREFERENCES;KYKLOS; 0
40337994;CHOSSUDO.M,1974;1974;CHOSSUDO.M;COMPARISON OF OPTIMAL AND ACTUAL POLICIES FOR HIGH EMPLOYMENT AND PRICE STABILITY UNDER EXTERNAL INFLATIONARY CONDITIONS - CANADIAN EXPERIENCE;SOUTHERN ECONOMIC JOURNAL; 0
40806001;CHOATE,1975;1975;CHOATE-GM;FISHER,I INFLATION, AND NOMINAL RATE OF INTEREST;JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS; 0
41471201;CHERNEFF,1976;1976;CHERNEFF-RV;POLICY CONFLICT AND COORDINATION UNDER FIXED EXCHANGES - CASE OF AN UPWARD SLOPING IS CURVE;JOURNAL OF FINANCE; 0
41379307;CHEN,1976;1976;CHEN-AH;CASH DEMAND, LIQUIDATION COSTS, AND CAPITAL-MARKET EQUILIBRIUM UNDER UNCERTAINTY - REPLY;JOURNAL OF FINANCIAL ECONOMICS; 0
38620838;CASSIDY,1970;1970;CASSIDY-HJ;PROGRESSIVE TAX STABILIZING;NATIONAL TAX JOURNAL; 0
41392266;CARDOZO,1976;1976;CARDOZO-OC;FLEXIBLE EXCHANGE-RATES, INFLATION AND ECONOMIC-DEVELOPMENT;WORLD DEVELOPMENT; 0
41065175;CANTERBERY,1976;1976;CANTERBERY-ER;RELEVANCE OF HEDGING FOR MODERN THEORY OF FORWARD EXCHANGE - REPLY;SOUTHERN ECONOMIC JOURNAL; 0
40830709;CAMPBELL,1975;1975;CAMPBELL-DE;INCOME-DISTRIBUTION UNDER MAJORITY-RULE AND ALTERNATIVE TAXATION CRITERIA;PUBLIC CHOICE; 0
41322892;BYRNE,1976;1976;BYRNE-WJ;FISCAL INCENTIVES FOR HOUSEHOLD SAVING;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
41275779;BRUNI,1976;1976;BRUNI-F;SOME NOTES ON MEASUREMENT OF TOTAL DOMESTIC CREDIT;GIORNALE DEGLI ECONOMISTI E ANNALI DI ECONOMIA; 0
41379224;BRUNNER,1976;1976;BRUNNER-K;PHILLIPS-CURVE;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
41075171;BROWNING,1976;1976;BROWNING-EK;TAX REDUCTIONS VERSUS TRANSFERS IN A PUBLIC CHOICE MODEL;PUBLIC FINANCE QUARTERLY; 0
41453853;BROTHWELL,1976;1976;BROTHWELL-JF;SIMPLE KEYNESIANS RESPONSE TO LEIJONHUFVUD - REJOINDER;BULLETIN OF ECONOMIC RESEARCH; 0
40800619;BROTHWELL,1975;1975;BROTHWELL-JF;SIMPLE KEYNESIANS RESPONSE TO LEIJONHUFVUD;BULLETIN OF ECONOMIC RESEARCH; 0
39131163;BRADFORD,1972;1972;BRADFORD-DF;OPTIMAL TAXES AND PRICING - REPLY;AMERICAN ECONOMIC REVIEW; 1
41460488;BOYER,1976;1976;BOYER-R;FRENCH ECONOMIC-GROWTH SINCE 1945 AND MACROECONOMIC MODELS;REVUE ECONOMIQUE; 0
41281990;BOND,1976;1976;BOND-ME;IS DOLLAR OVERVALUED - TEST OF A PAST DEVALUATION;REVIEW OF BUSINESS AND ECONOMIC RESEARCH; 0
40782801;BOLNICK,1975;1975;BOLNICK-BR;INTERPRETING POLAK - MONETARY ANALYSIS IN DEPENDENT ECONOMIES;JOURNAL OF DEVELOPMENT STUDIES; 0
41313079;BLACKFORD,1976;1976;BLACKFORD-GH;MONEY, INTEREST, AND PRICES IN MARKET DISEQUILIBRIUM - COMMENT;JOURNAL OF POLITICAL ECONOMY; 0
41094120;BLACK,1976;1976;BLACK-SW;DO INCOME TAXES REDUCE EFFECTIVENESS OF MONETARY-POLICY;AMERICAN ECONOMIC REVIEW; 0
41422152;BIANCHI,1976;1976;BIANCHI-C;ATTEMPT TOWARDS A REFORMULATION OF A FEW KEYNES THESIS IN A NON NEOCLASSICAL MODEL;GIORNALE DEGLI ECONOMISTI E ANNALI DI ECONOMIA; 0
41075166;BERGLAS,1976;1976;BERGLAS-E;INCOME-TAX, WAGE TAX, AND OPTIMAL TAX;PUBLIC FINANCE QUARTERLY; 0
39510812;BENAVIE,1972;1972;BENAVIE-A;PRICES AND WAGES IN COMPLETE KEYNESIAN MODEL;SOUTHERN ECONOMIC JOURNAL; 2
39673966;BEARE,1973;1973;BEARE-JB;WAGE AND PRICE CHANGE RELATIONSHIPS IN POST-WAR CANADA;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 0
40003756;BARKSDAL.HC,1974;1974;BARKSDAL.HC;CROSS-SPECTRAL ANALYSIS OF LAG STRUCTURE BETWEEN MANUFACTURERS INVENTORIES AND SHIPMENTS;SOUTHERN ECONOMIC JOURNAL; 0
41326023;AUERBACH,1976;1976;AUERBACH-RD;TIME AND FREQUENCY-DOMAIN TESTS OF SOME UNITED-STATES CANADIAN RELATIONSHIPS UNDER AN AUTOREGRESSIVE FILTER;APPLIED ECONOMICS; 0
41311960;AUERBACH,1976;1976;AUERBACH-RD;DEMAND-PULL THEORY OF DEFLATION AND INFLATION;MANCHESTER SCHOOL OF ECONOMIC AND SOCIAL STUDIES; 0
40235032;ASKIN,1974;1974;ASKIN-AB;SIMILARITIES AND DIFFERENCES AMONG 3 MODELS OF INFLATION PROCESS, WITH A PRELIMINARY EVALUATION OF CONTROLS;SOUTHERN ECONOMIC JOURNAL; 0
40279956;AMACHER,1974;1974;AMACHER-RC;PURCHASING-POWER PARITY THEORY AND ECONOMIC REFORM IN YUGOSLAVIA;JOURNAL OF POLITICAL ECONOMY; 2
41182868;AMACHER,1976;1976;AMACHER-RC;PROPERTY-RIGHTS WITHIN GOVERNMENT AND DEVICES TO INCREASE GOVERNMENT EFFICIENCY;PUBLIC FINANCE QUARTERLY; 0
38606102;ALIBER,1970;1970;ALIBER-RZ;NOTE ON COUNTER SPECULATION IN SUPPORT OF STERLING;SOUTHERN ECONOMIC JOURNAL; 1
41379346;ALI,1976;1976;ALI-AAG;LANDOWNERS BEHAVIOR UNDER SELF-ASSESSMENT - THEORETICAL TREATMENT;JOURNAL OF DEVELOPMENT ECONOMICS; 0
41363517;AKYUZ,1976;1976;AKYUZ-Y;NOTE ON MARXIAN TRANSFORMATION PROBLEM AND INCOME-DISTRIBUTION;AUSTRALIAN ECONOMIC PAPERS; 0
41205017;AKERLOF,1976;1976;AKERLOF-GA;INFLATIONARY TALES TOLD BY STATIC MODELS - CASE OF PRICE SETTERS;AMERICAN ECONOMIC REVIEW; 0
40573740;YOUNG,1975;1975;YOUNG-WL;ALTERNATE MODELS OF CONSUMPTION BEHAVIOR - CROSS-NATIONAL ANALYSIS - US, UK AND ISRAEL, 1953-1970;REVUE ECONOMIQUE; 0
38633504;WILLMS,1970;1970;WILLMS-M;COMMERCIAL BANK BEHAVIOR AND OPEN-MARKET POLICY;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 1
39105904;WEINTRAU.ER,1972;1972;WEINTRAU.ER;FULL EMPLOYMENT MODEL - CRITIQUE;KYKLOS; 2
40983357;WARNER,1975;1975;WARNER-DC;FISCAL BARRIERS TO FULL EMPLOYMENT;ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE; 0
40669499;VILLASUSO,1975;1975;VILLASUSO-JM;CENTRAL-AMERICA - EMPIRICAL-EVIDENCE ON DEMAND FOR MONEY IN COMMON-MARKET;SOCIAL AND ECONOMIC STUDIES; 0
38626815;VARTIA,1970;1970;VARTIA-P;THEORETICAL MODEL FOR INTERNATIONAL TRANSMISSION OF BUSINESS CYCLES;SWEDISH JOURNAL OF ECONOMICS; 0
39045224;VANDENBO.F,1971;1971;VANDENBO.F;KEYNESIANS-CLASSICS CONTROVERSY - RE-INTERPRETATION;SOUTH AFRICAN JOURNAL OF ECONOMICS; 2
40719227;TRAMONTANA,1975;1975;TRAMONTANA-A;BUDGET POLICY, CAPITAL FORMATION AND STEADY GROWTH;ECONOMIST; 0
39374093;TOWER,1972;1972;TOWER-E;MONETARY AND FISCAL POLICY IN A WORLD OF CAPITAL MOBILITY - RESPECIFICATION;REVIEW OF ECONOMIC STUDIES; 0
40228020;THOMPSON,1974;1974;THOMPSON-AA;ABSOLUTE FIRM SIZE, ADMINISTERED PRICES, AND INFLATION - EXPLORATORY ANALYSIS;ECONOMIC INQUIRY; 0
40465955;THIRLWALL,1974;1974;THIRLWALL-AP;KEYNESIAN MULTIPLIER WITH INTEREST RATE, REDISTRIBUTION AND REAL BALANCE EFFECTS;OXFORD BULLETIN OF ECONOMICS AND STATISTICS; 0
39060571;THALBERG,1971;1971;THALBERG-B;STABILIZATION POLICY AND NON-LINEAR THEORY OF TRADE-CYCLE;SWEDISH JOURNAL OF ECONOMICS; 1
40502301;SOLDOFSKY,1975;1975;SOLDOFSKY-RM;SECURITIES AS A HEDGE AGAINST INFLATION - 1910-1969;JOURNAL OF BUSINESS RESEARCH; 0
40715260;SILVA,1975;1975;SILVA-AC;LONG-RUN EFFECTS OF DEBT VERSUS TAX FINANCING;PUBLIC FINANCE QUARTERLY; 0
40439867;SHUBIK,1974;1974;SHUBIK-M;MONEY, TRUST AND EQUILIBRIUM POINTS IN GAMES IN EXTENSIVE FORM;ZEITSCHRIFT FUR NATIONALOKONOMIE-JOURNAL OF ECONOMICS; 0
40450264;SHATTO,1974;1974;SHATTO-G;KEYNES EFFECT AND REAL BALANCE EFFECT;SOUTH AFRICAN JOURNAL OF ECONOMICS; 0
40551834;SERCKHANSSEN,1975;1975;SERCKHANSSEN-J;OPTIMAL LABOR SUBSIDIES IN BACKWARD REGIONS WITH SURPLUS SUPPLY OF LABOR;SWEDISH JOURNAL OF ECONOMICS; 0
40487714;SCREPANTI,1975;1975;SCREPANTI-E;WAGES PRODUCTIVITY EMPLOYMENT AND INDUSTRIAL GROWTH;RIVISTA INTERNAZIONALE DI SCIENZE ECONOMICHE E COMMERCIALI; 0
40536947;SCHELBERTSYFRIG,1975;1975;SCHELBERTSYFRIG-H;PHILLIPS CURVE AND INFLATIONARY DEVELOPMENT IN SWITZERLAND - DISCUSSION;KYKLOS; 0
40715259;SAMUELS,1975;1975;SAMUELS-WJ;GRANTS AND THEORY OF POWER;PUBLIC FINANCE QUARTERLY; 0
40718094;RICHARDSON,1975;1975;RICHARDSON-JA;MONETARY RULES AND OPTIMAL MONETARY-POLICY;NEBRASKA JOURNAL OF ECONOMICS AND BUSINESS; 0
40642647;RENSHAW,1975;1975;RENSHAW-EF;COMMON SENSE OF GNP FORECASTING;NEBRASKA JOURNAL OF ECONOMICS AND BUSINESS; 0
40439861;RADER,1974;1974;RADER-T;AGGREGATIVE LAWS OF PRODUCTION;ZEITSCHRIFT FUR NATIONALOKONOMIE-JOURNAL OF ECONOMICS; 0
39976334;PETTERSEN,1974;1974;PETTERSEN-O;MONETARY ASPECTS OF BUILT-IN FLEXIBILITY OF TAXATION;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
39203070;PETERSON,1972;1972;PETERSON-RE;TEST OF PERMANENT-INCOME HYPOTHESIS OF DEMAND FOR MONEY USING GROUPING AS AN INSTRUMENTAL VARIABLE;JOURNAL OF POLITICAL ECONOMY; 0
40961348;PERCIVAL,1975;1975;PERCIVAL-J;SELECTIVE USE OF SPECTRAL ANALYSIS;REVIEW OF ECONOMICS AND STATISTICS; 0
40631596;OTANI,1975;1975;OTANI-I;SOME EMPIRICAL-EVIDENCE ON DETERMINANTS OF WAGE AND PRICE MOVEMENTS IN JAPAN, 1950-73 - SURVEY;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40642645;NUNN,1975;1975;NUNN-G;INFLATION EXPECTATIONS - THEORIES AND EVIDENCE;NEBRASKA JOURNAL OF ECONOMICS AND BUSINESS; 0
40469849;NORTON,1975;1975;NORTON-D;ESTIMATION OF SHORT-RUN EFFECTS OF FISCAL POLICY IN IRELAND, 1960-1970;ECONOMIC AND SOCIAL REVIEW; 0
40497091;NEGISHI,1975;1975;NEGISHI-T;EXCESS BURDEN AND VOLUNTARY THEORY OF PUBLIC FINANCE - CASE OF INTERMEDIATE PUBLIC GOODS;ECONOMICA; 0
40751374;MUSGROVE,1975;1975;MUSGROVE-P;ESTIMATING PERMANENT INCOME FROM OBSERVED INCOME AND CONSUMPTION - ALMOST-SATISFACTORY ESTIMATORS;REVIEW OF ECONOMICS AND STATISTICS; 0
38578172;MEINSTER,1970;1970;MEINSTER-DR;PROPERTY TAX SHIFTING ASSUMPTIONS AND EFFECTS ON INCIDENCE PROFILES;QUARTERLY REVIEW OF ECONOMICS AND BUSINESS; 0
40577672;MAZIER,1975;1975;MAZIER-J;RESEARCH ON MESO-ANALYSIS - PRELIMINARY ASSESSMENT;REVUE ECONOMIQUE; 0
40716223;MATUSZA,1975;1975;MATUSZA-M;SELECTION OF OPTIMAL INDICATOR IN RELATION TO UNCERTAINTY;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
40187237;MATHIESO.DJ,1974;1974;MATHIESO.DJ;FISCAL AND FINANCIAL POLICIES IN OPEN ECONOMY - LONG-RUN PERSPECTIVE;JOURNAL OF INTERNATIONAL ECONOMICS; 1
40624574;MAKIN,1975;1975;MAKIN-JH;DEMAND AND SUPPLY FUNCTIONS FOR STOCKS OF EURODOLLAR DEPOSITS - REPLY;REVIEW OF ECONOMICS AND STATISTICS; 0
39850941;MAITAL,1973;1973;MAITAL-S;TARGETS, TRADEOFFS, AND ECONOMIC POLICY - GENERALIZED PHILLIPS CURVE;PUBLIC FINANCE QUARTERLY; 0
40632827;MADSEN,1975;1975;MADSEN-PK;THEORIES OF DISTRIBUTION AND EMPIRICAL-ANALYSIS OF FACTOR;NATIONALOKONOMISK TIDSSKRIFT; 0
39044320;LYDALL,1971;1971;LYDALL-H;THEORY OF DISTRIBUTION AND GROWTH WITH ECONOMIES OF SCALE;ECONOMIC JOURNAL; 0
39473321;LYBECK,1972;1972;LYBECK-JA;NOTE ON SHORT-RUN DEMAND FOR MONEY IN SWEDEN;SWEDISH JOURNAL OF ECONOMICS; 1
39980703;LUNDVALL,1974;1974;LUNDVALL-BA;IS THERE A TRADE-OFF BETWEEN LEVEL OF EMPLOYMENT AND RATE OF INFLATION;NATIONALOKONOMISK TIDSSKRIFT; 0
40718092;LUCIA,1975;1975;LUCIA-JL;RE-EVALUATION OF US MONETARY-POLICY IN PRE-ACCORD PERIOD;NEBRASKA JOURNAL OF ECONOMICS AND BUSINESS; 0
38687581;LIN,1971;1971;LIN-SAY;GENERALIZED CES PRODUCTION FUNCTIONS;JOURNAL OF ECONOMIC THEORY; 0
39502039;LECCISOT.M,1972;1972;LECCISOT.M;TAXATION AND SOCIAL RISK-TAKING;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
40573736;LAULANIE,1975;1975;LAULANIE-JFD;CREDIT-MONEY, FINANCIAL ASSETS AND PRICES;REVUE ECONOMIQUE; 0
40947740;KUCH,1975;1975;KUCH-PJ;EVALUATING PUBLIC GRANTS TO PRIVATE ENTERPRISE WHERE INFORMATION IS LIMITED;PUBLIC FINANCE QUARTERLY; 0
40743433;KRANJEC,1975;1975;KRANJEC-M;ANALYSIS OF EFFECTS OF YUGOSLAV FISCAL-POLICY IN LIGHT OF SOME NEWER THEORETICAL CONCEPTS;EASTERN EUROPEAN ECONOMICS; 0
38607549;KOJIMA,1970;1970;KOJIMA-K;PACIFIC CURRENCY AREA - NEW APPROACH TO INTERNATIONAL MONETARY REFORM;HITOTSUBASHI JOURNAL OF ECONOMICS; 0
40438795;KIRSCHEN,1974;1974;KIRSCHEN-ES;AMERICAN EXTERNAL SEIGNIORAGE - ORIGIN, COST TO EUROPE, AND POSSIBLE DEFENCES;EUROPEAN ECONOMIC REVIEW; 0
40455429;KHATKHAT.DR,1974;1974;KHATKHAT.DR;MONEY MULTIPLIER MODEL FOR A DEVELOPING ECONOMY - VENEZUELAN CASE;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40580460;KATZ,1975;1975;KATZ-E;INTEREST-RATE POLICIES, EXPECTATIONS AND EXCHANGE-RATE STABILITY;ECONOMIC JOURNAL; 0
39916050;KALISKI,1973;1973;KALISKI-SF;INFLATION, UNEMPLOYMENT AND INCOMES POLICY;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 1
40949066;HUTTER,1975;1975;HUTTER-M;PROPERTY RIGHT PARADIGM - COMMENT;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
40450259;HUNTER,1974;1974;HUNTER-JSH;BALANCE OF PAYMENTS EQUILIBRIUM AND OPTIMUM COMPOSITION OF BALANCE OF PAYMENTS;SOUTH AFRICAN JOURNAL OF ECONOMICS; 0
40528291;HSIEH,1975;1975;HSIEH-C;FISCAL MEASURES TO COMBAT POVERTY IN UNITED-STATES;INTERNATIONAL LABOUR REVIEW; 0
40487716;HSIAO,1975;1975;HSIAO-FST;INTEREST RATES AND ELASTICITY OF INVESTMENT DEMAND FUNCTIONS;RIVISTA INTERNAZIONALE DI SCIENZE ECONOMICHE E COMMERCIALI; 0
38630585;HOCHMAN,1970;1970;HOCHMAN-HM;PROFESSOR HEAD ON EQUITY AND EFFICIENCY - COMMENT AND ADDENDUM;PUBLIC FINANCE; 0
40632596;HENRY,1975;1975;HENRY-SGB;FISCAL-POLICY SIMULATIONS AND STABILIZATION POLICY;REVIEW OF ECONOMIC STUDIES; 0
40481754;HENDERSON,1975;1975;HENDERSON-JM;ASYMMETRY IN QUASI-FIXED EXCHANGE-RATE SYSTEMS;JOURNAL OF INTERNATIONAL ECONOMICS; 0
40611141;HAZOME,1975;1975;HAZOME-Y;CRITICAL NOTE ON PORTFOLIO SELECTION UNDER STOCHASTIC TAXATION;ECONOMICA; 0
40488300;HAUSAFUS,1975;1975;HAUSAFUS-KF;SHORT-TERM CAPITAL MOVEMENTS AND NONFINANCIAL INSTITUTIONS;JOURNAL OF ECONOMICS AND BUSINESS; 0
40466163;GUPTA,1974;1974;GUPTA-KL;MODEL OF HOUSEHOLD SAVING BEHAVIOUR WITH AN APPLICATION TO INDIAN ECONOMY;JOURNAL OF DEVELOPMENT STUDIES; 0
40565714;GSCHWENDTNER,1975;1975;GSCHWENDTNER-H;KEYNESIAN AND NEOCLASSICAL THEORIES OF INCOME, CYCLES AND GROWTH - INTEGRATING MODEL;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
40601202;GROSSMAN,1975;1975;GROSSMAN-HI;TOBIN ON MACROECONOMICS - REVIEW ARTICLE;JOURNAL OF POLITICAL ECONOMY; 0
40565716;GROSSEKETTLER,1975;1975;GROSSEKETTLER-H;STRUCTURAL AND FRICTIONAL INFLATION IN ANALYSIS OF DEMAND SHIFT INFLATION;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
40497094;GOULD,1975;1975;GOULD-JR;MOHRING AND BOYDS OBJECTION TO COASE THEOREM - NOTE;ECONOMICA; 0
40949062;GORGENS,1975;1975;GORGENS-E;POLICY OF COMPETITION AS MEANS OF STABILIZING MONEY VALUE - POLITICAL INTENTION OF ANTITRUST LAW;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
39502038;FRIEDLAE.AF,1972;1972;FRIEDLAE.AF;TAX BURDEN, EXCESS BURDEN, AND DIFFERENTIAL INCIDENCE REVISITED;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
40632297;FREEDMAN,1975;1975;FREEDMAN-DH;INFLATION IN UNITED-STATES, 1959-74 - ITS IMPACT ON EMPLOYMENT, INCOMES AND INDUSTRIAL-RELATIONS;INTERNATIONAL LABOUR REVIEW; 0
